model_id,edge_index,observed_grade,stored_continuity,max_c0_model_units,max_g1_angle_deg,max_g2_curvature_gap,label_source,design_intent_known
0000__00000669__STEP__Part11,12,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00000669__STEP__Part11,13,G0_only,0,1.3407787879776558e-13,40.00000000001942,0.0,computed from source STEP with OCCT 7.9,False
0000__00000669__STEP__Part11,14,G0_only,0,2.7755575615628914e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00000669__STEP__Part11,15,G0_only,0,8.95333146352262e-14,40.00000000001942,0.0,computed from source STEP with OCCT 7.9,False
0000__00000669__STEP__Part11,16,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00000669__STEP__Part11,17,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00000669__STEP__Part11,18,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00002964__STEP__Part1,1,G0_only,0,4.667101484081109e-14,90.0,7.159615019045649,computed from source STEP with OCCT 7.9,False
0000__00002964__STEP__Part1,3,G0_only,0,4.6671023094026846e-14,90.0,7.159615019045649,computed from source STEP with OCCT 7.9,False
0000__00002964__STEP__Part1,4,G0_only,0,5.234862839027469e-13,90.0,2.000000007872,computed from source STEP with OCCT 7.9,False
0000__00002964__STEP__Part1,5,G0_only,0,5.982644101526813e-13,90.0,1.0000000039380001,computed from source STEP with OCCT 7.9,False
0000__00002964__STEP__Part1,6,G0_only,0,1.6721484684982206e-13,90.0,2.000000007872,computed from source STEP with OCCT 7.9,False
0000__00002964__STEP__Part1,8,G0_only,0,3.344296936996441e-13,90.0,1.0000000039380001,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,1,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,2,G0_only,0,0.0,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,3,G0_only,0,2.1511757030956625e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,4,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,5,G0_only,0,1.1110318552357474e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,6,G0_only,0,5.625266547729264e-17,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,7,G0_only,0,1.1316657423481892e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,8,G0_only,0,4.7361300588487974e-17,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,9,G0_only,0,5.312268698431279e-17,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,10,G0_only,0,1.205813247489596e-13,18.72578741730953,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,11,G0_only,0,4.85722573273506e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,12,G0_only,0,7.264695830884458e-17,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,13,G0_only,0,8.543325962557467e-13,44.7091614056125,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,14,G0_only,0,6.938893903907228e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,15,G0_only,0,6.568573345356953e-17,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,16,G0_only,0,2.4596948515653257e-13,63.43494882292202,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,17,G0_only,0,6.206335383118183e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,18,G0_only,0,5.953355021816261e-17,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,19,G0_only,0,6.206335383118183e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,20,G0_only,0,7.850462293418876e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,21,G0_only,0,7.297759108203478e-17,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,22,G0_only,0,6.938893903907228e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,23,G0_only,0,1.3877787807814457e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,24,G0_only,0,2.6520510597112734e-14,18.72578741730953,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,25,G0_only,0,2.5599779002906165e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,26,G0_only,0,5.551115123125783e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,27,G0_only,0,3.719623595040285e-13,44.7091614056125,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,28,G0_only,0,5.953355021816261e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,29,G0_only,0,6.206335383118183e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,30,G0_only,0,5.276129929343345e-13,63.43494882292202,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,31,G0_only,0,6.568573345356953e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,32,G0_only,0,5.551115123125783e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,33,G0_only,0,5.942578663428965e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,34,G0_only,0,5.953355021816261e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,35,G0_only,0,7.628629800936988e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00004717__STEP__Part1,36,G0_only,0,7.926130805464482e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,1,G0_only,0,0.0,77.99999999998883,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,2,G0_only,0,7.059347485062124e-14,16.908050477515392,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,3,G0_only,0,2.0578725848898062e-13,16.908050477515406,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,4,G0_only,0,9.499383927158794e-15,16.908050477515406,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,5,G0_only,0,6.807193486212531e-14,77.99999999998883,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,6,G0_only,0,1.3962144117364348e-13,16.908050477515392,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,7,G0_only,0,6.805873870228274e-14,77.99999999998883,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,8,G0_only,0,0.0,77.99999999998883,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,9,G0_only,0,0.0,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,10,G0_only,0,0.0,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,11,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,12,G0_only,0,0.0,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,13,G0_only,0,0.0,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,14,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,15,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,16,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,17,G0_only,0,1.1532981116059097e-13,77.99999999998883,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,18,G0_only,0,2.0700518513329368e-13,16.908050477515406,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,19,G0_only,0,1.37327169191582e-13,16.908050477515392,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,20,G0_only,0,1.0087945619763099e-14,16.908050477515406,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,21,G0_only,0,7.506398706333437e-14,16.908050477515392,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,22,G0_only,0,1.8536939552480373e-13,77.99999999998883,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,23,G0_only,0,2.2537714397285172e-14,77.99999999998883,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,24,G0_only,0,1.1531963033332972e-13,77.99999999998883,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,25,G0_only,0,0.0,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,26,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,27,G0_only,0,0.0,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,28,G0_only,0,0.0,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,29,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,30,G0_only,0,0.0,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,31,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00006201__STEP__Part38,32,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,1,G0_only,0,7.023220446252075e-14,59.999999999974946,0.0,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,2,G0_only,0,2.0830374584813907e-14,44.99999999998616,0.0,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,3,G0_only,0,5.247527013915997e-13,60.00000000003581,0.0,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,4,G0_only,0,4.057828706663598e-13,44.99999999996145,0.0,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,5,G0_only,0,2.3401249895731613e-13,60.000000000020336,0.0,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,6,G0_only,0,3.286698577597461e-11,84.7315214029463,1.0887564319221077,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,7,G0_only,0,5.647852936186193e-13,89.9999999999855,0.0,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,8,G0_only,0,4.2736400394082384e-13,45.000000000036586,0.0,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,9,G0_only,0,3.985441381292911e-13,89.9999999999855,0.0,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,10,G0_only,0,3.2303181947673345e-11,84.73152140291297,1.0887564319221077,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,11,G0_only,0,5.71245161078376e-13,89.9999999999855,0.0,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,12,G0_only,0,1.2481811955655614e-10,84.83665705237134,1.0887564319221077,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,13,G0_only,0,1.2620248798117335e-13,89.9999999999855,0.0,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,14,G0_only,0,5.424158061302765e-13,44.99999999996916,0.0,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,15,G0_only,0,3.7067994684034463e-14,60.00000000002278,0.0,computed from source STEP with OCCT 7.9,False
0000__00006379__STEP__Part535,16,G0_only,0,1.2461194767788083e-10,84.83665705240385,1.0887564319221077,computed from source STEP with OCCT 7.9,False
0000__00006423__STEP__Part4,1,G0_only,0,6.112716141175078e-15,90.0,49.00000000395234,computed from source STEP with OCCT 7.9,False
0000__00006423__STEP__Part4,2,G0_only,0,3.1695500963030783e-15,90.0,65.33333333858178,computed from source STEP with OCCT 7.9,False
0000__00006423__STEP__Part4,3,G0_only,0,6.1117078358621055e-15,90.0,49.00000000395234,computed from source STEP with OCCT 7.9,False
0000__00006423__STEP__Part4,5,G0_only,0,3.1676050671336498e-15,90.0,65.33333333858178,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,1,G0_only,0,2.7755575615628914e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,2,G0_only,0,2.5087990932039304e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,3,G0_only,0,2.7755575615628914e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,4,G0_only,0,1.3877787807814457e-17,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,5,G0_only,0,1.5515838457795457e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,6,G0_only,0,2.7882338598155813e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,7,G0_only,0,1.9383114430850428e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,8,G0_only,0,6.938893903907228e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,9,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,10,G0_only,0,1.5515838457795457e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,11,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,12,G0_only,0,6.938893903907228e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,13,G0_only,0,1.9383114430850428e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,14,G0_only,0,2.7882338598155813e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,15,G0_only,0,8.137308625880686e-19,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,16,G0_only,0,3.3580160468067483e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,17,G0_only,0,5.551115123125783e-17,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00007213__STEP__Part1,18,G0_only,0,4.163336342344337e-17,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00007366__STEP__Part44,1,G0_only,0,5.534715107703884e-15,90.0,51.160000035135155,computed from source STEP with OCCT 7.9,False
0000__00007366__STEP__Part44,2,G0_only,0,1.6525269745528088e-14,90.0,17.053333345046212,computed from source STEP with OCCT 7.9,False
0000__00007366__STEP__Part44,3,G0_only,0,5.534715107703884e-15,90.0,51.160000035135155,computed from source STEP with OCCT 7.9,False
0000__00007366__STEP__Part44,4,G0_only,0,1.652527557275401e-14,90.0,17.053333345046212,computed from source STEP with OCCT 7.9,False
0000__00007374__STEP__Part8,1,G0_only,0,9.224293194767179e-15,44.999999999853806,18.944569185133386,computed from source STEP with OCCT 7.9,False
0000__00007374__STEP__Part8,2,G0_only,0,1.3877787807814457e-17,90.0,64.30000001999858,computed from source STEP with OCCT 7.9,False
0000__00007374__STEP__Part8,3,G0_only,0,1.4405022146233142e-13,44.9999999998538,18.944569185137382,computed from source STEP with OCCT 7.9,False
0000__00007374__STEP__Part8,4,G0_only,0,2.400302199298833e-13,90.0,64.30000001999858,computed from source STEP with OCCT 7.9,False
0000__00007374__STEP__Part8,5,G0_only,0,6.624707044219787e-15,45.00000000014621,15.045863064376938,computed from source STEP with OCCT 7.9,False
0000__00007374__STEP__Part8,7,G0_only,0,3.8027019569598673e-13,45.00000000014621,15.045863064374638,computed from source STEP with OCCT 7.9,False
0000__00007375__STEP__Part79,1,G0_only,0,1.1013071050178505e-13,90.0,68.80000002000463,computed from source STEP with OCCT 7.9,False
0000__00007375__STEP__Part79,2,G0_only,0,1.1098653450903225e-13,90.0,22.933333339997333,computed from source STEP with OCCT 7.9,False
0000__00007375__STEP__Part79,3,G0_only,0,4.8672866219197025e-15,90.0,68.80000002000463,computed from source STEP with OCCT 7.9,False
0000__00007375__STEP__Part79,4,G0_only,0,1.4552824253097677e-14,90.0,22.933333339997333,computed from source STEP with OCCT 7.9,False
0000__00007399__STEP__Part60,1,G0_only,0,3.4002159894494e-13,90.0,86.58274651643873,computed from source STEP with OCCT 7.9,False
0000__00007399__STEP__Part60,2,G0_only,0,3.401783541370596e-13,90.0,25.974823954931626,computed from source STEP with OCCT 7.9,False
0000__00007399__STEP__Part60,3,G0_only,0,3.2776267679209604e-15,90.0,86.58274651643873,computed from source STEP with OCCT 7.9,False
0000__00007399__STEP__Part60,4,G0_only,0,1.0833637964918049e-14,90.0,25.974823954931626,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,1,G0_only,0,9.339452188501096e-16,90.0,107.66666694817445,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,3,G0_only,0,1.9429894176211716e-15,90.0,107.66666694817444,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,4,G0_only,0,1.6976341092181966e-15,90.0,107.66666694817447,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,5,G0_only,0,1.249000902703301e-16,90.0,107.66666694817445,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,7,G0_only,0,1.9736732012969175e-15,90.0,107.66666694817444,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,8,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,9,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,10,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,11,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,12,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,13,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,14,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,15,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,16,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,17,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,18,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007416__STEP__Part45,19,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,1,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,2,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,3,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,4,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,5,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,6,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,7,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,8,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,9,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,10,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,11,G0_only,0,5.999472963661382e-14,90.0,304.76190477435074,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,12,G0_only,0,5.999472963661382e-14,90.0,304.76190477435074,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,13,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,14,G0_only,0,5.999472963661382e-14,90.0,304.7619047743507,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,15,G0_only,0,6.000325522966939e-14,90.0,304.7619047743507,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,16,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,17,G0_only,0,3.799882958997877e-13,90.0,304.7619047743507,computed from source STEP with OCCT 7.9,False
0000__00007505__STEP__Part32,18,G0_only,0,3.799882958997877e-13,90.0,304.7619047743507,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,1,G0_only,0,2.7755575615628914e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,2,G0_only,0,7.850462293418876e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,3,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,4,G0_only,0,6.206335383118183e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,5,G0_only,0,2.7755575615628914e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,6,G0_only,0,1.2731491006175867e-13,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,7,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,8,G0_only,0,7.850462293418876e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,9,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,10,G0_only,0,6.206335383118183e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,11,G0_only,0,2.7755575615628914e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,12,G0_only,0,2.7755575615628914e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,13,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,14,G0_only,0,6.206335383118183e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,15,G0_only,0,2.7755575615628914e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,16,G0_only,0,6.206335383118183e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,17,G0_only,0,2.7755575615628914e-17,44.99999999999995,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,18,G0_only,0,2.7755575615628914e-17,45.00000000000003,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,19,G0_only,0,0.0,45.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,20,G0_only,0,0.0,45.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,21,G0_only,0,2.7755575615628914e-17,45.00000000000003,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,22,G0_only,0,2.7755575615628914e-17,44.999999999999964,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,23,G0_only,0,0.0,44.999999999999964,0.0,computed from source STEP with OCCT 7.9,False
0000__00007926__STEP__Part60,24,G0_only,0,0.0,45.00000000000003,0.0,computed from source STEP with OCCT 7.9,False
0000__00008038__STEP__Part28,1,G0_only,0,6.077831158732291e-14,90.0,34.28601289133076,computed from source STEP with OCCT 7.9,False
0000__00008038__STEP__Part28,3,G0_only,0,9.734573243839405e-15,90.0,34.28601289133076,computed from source STEP with OCCT 7.9,False
0000__00008038__STEP__Part28,4,G0_only,0,2.1210781103223385e-15,90.0,96.00083609572876,computed from source STEP with OCCT 7.9,False
0000__00008038__STEP__Part28,6,G0_only,0,6.003116037122825e-14,90.0,96.00083609572876,computed from source STEP with OCCT 7.9,False
0000__00008081__STEP__Part5,1,G0_only,0,2.5424130936441582e-14,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00008081__STEP__Part5,2,G0_only,0,2.5424410270577875e-14,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00008081__STEP__Part5,3,G0_only,0,2.5424141352345818e-14,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00008081__STEP__Part5,4,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0000__00008081__STEP__Part5,5,G0_only,0,2.7184007574135272e-14,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0000__00008081__STEP__Part5,6,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
