sample_id,split,target_grade,prompt_zh,reference_step,L,W,A,B,C
g0_014,train,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_014.step,1.9692632561586219,0.8803948480795079,-0.5203918136179891,-0.09011939727421205,0.11033119088755039
g0_015,train,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_015.step,1.2157366337465978,1.4186291196839098,0.1742958460371487,-0.06419979016107986,-0.0033633192469009034
g0_016,train,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_016.step,0.703165342173246,1.1113290230371948,-0.2702744985509971,-0.07626033620759701,0.025522297274113908
g0_017,train,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_017.step,1.1582050524706042,1.040703281391669,-0.46052746923888893,-0.005978562503894231,0.043040645888499665
g0_018,train,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_018.step,0.8685945935360834,1.4205607997637544,-0.12770548004948265,-0.08236419579340368,0.0020919375114652654
g0_019,train,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_019.step,1.228587037134797,1.268148830054109,-0.26374457574532884,-0.12431818197651977,-0.04152669927999559
g0_020,validation,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_020.step,1.1690360532221982,0.7439533747098939,0.14328284983390333,-0.11313762135711607,0.0238208402487115
g0_021,validation,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_021.step,1.3001050139217505,1.0012281706696957,0.4913597458422499,-0.00556659927555296,-0.053876252974569494
g0_022,validation,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_022.step,1.2670689715996162,1.22279068086547,-0.4008187176322364,0.02269618443117879,-0.026983040107014244
g0_023,validation,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_023.step,1.6271083606540582,0.6651731890554535,-0.6105846155929867,-0.035699395220870865,-0.09810256068940107
g0_024,validation,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_024.step,1.583663111978961,1.0049843077837708,-0.615820984304463,-0.1635847722180527,-0.00567917411087594
g0_025,test,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_025.step,1.9358043052674465,1.5271194603507907,0.5876702636279366,-0.21332361713637638,0.06919370640654698
g0_026,test,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_026.step,0.9523170207011982,1.1962611650898043,-0.22876812353629966,0.0018270043435191514,0.01553286311224561
g0_027,test,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_027.step,1.3981568798066082,1.282445513627932,-0.44595427409168387,0.0846381584658633,0.058412964922212075
g0_028,test,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_028.step,1.5876105708466792,0.6219264298826439,-0.2388667339477959,0.1443812205612407,0.000995323497803908
g0_029,test,G0,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G0 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g0_029.step,1.5680803497848557,1.3062861097213354,0.35183110632753983,0.0873575411135982,0.11463510449123356
g1_000,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_000.step,0.8215749254526523,1.342001558970231,0.0,-0.304338882102305,-0.05239146702498118
g1_001,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_001.step,0.9082317678758884,0.9113312777434164,0.0,0.21638481062261652,-0.019517965145386864
g1_002,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_002.step,0.7306598496568595,1.0760688104127993,0.0,-0.10670148521865916,0.011052310300136271
g1_003,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_003.step,1.770609661076798,1.2073565582915937,0.0,0.47871708542939223,-0.1290708235252273
g1_004,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_004.step,1.0164104010348893,0.6292258032564034,0.0,0.1869479000145476,-0.002742442081034151
g1_005,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_005.step,1.2908920078795108,0.8511997033113347,0.0,-0.47866396819906915,-0.06374714461406389
g1_006,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_006.step,0.7622803586205094,0.8919626817935722,0.0,0.19416352829877506,-0.05817390863116259
g1_007,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_007.step,0.9359056848109071,0.7486299823569976,0.0,-0.24769890587809287,-0.05482541243305248
g1_008,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_008.step,1.4290789798022687,0.8361587322515245,0.0,-0.536620261583346,-0.10884293691304023
g1_009,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_009.step,1.3772308583842086,0.8235987396882933,0.0,-0.2845964861763111,-0.05675290508887302
g1_010,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_010.step,1.64134693642742,1.5247313289395998,0.0,-0.27493626870737886,-0.03823210495089074
g1_011,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_011.step,1.747685270800207,1.3785671399551132,0.0,0.3997484808750361,0.0120012138745621
g1_012,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_012.step,1.5509643311749068,1.2296200665039225,0.0,0.6014738793241863,0.04336448591431987
g1_013,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_013.step,0.8249607240561245,1.1058283734197656,0.0,0.19804616527780863,0.007586779027677908
g1_014,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_014.step,1.4698090805020616,0.6559849581388684,0.0,0.5796292994324868,-0.0782377828607519
g1_015,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_015.step,1.8322065877693334,0.8626131092807731,0.0,0.377171810314678,-0.08010774148957642
g1_016,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_016.step,0.8195923346424436,1.256569199584367,0.0,-0.14869191565991596,0.04100381475513348
g1_017,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_017.step,1.226211247142643,0.8419662916955227,0.0,0.37822150373070706,-0.04424462244887434
g1_018,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_018.step,1.7778910607604113,1.3957229620298661,0.0,0.5431170632655011,-0.07389286774022297
g1_019,train,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_019.step,1.8773047254310398,1.0063199338077409,0.0,-0.40401341796626816,-0.1286742820465785
g1_020,validation,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_020.step,1.041213362859112,1.0616192761679533,0.0,-0.18027384346074507,0.054570061340419106
g1_021,validation,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_021.step,1.3212884612429985,1.2126543221608501,0.0,0.22563010540870854,-0.03046890970601945
g1_022,validation,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_022.step,1.095760495875821,1.1094002573803698,0.0,-0.3662959704034925,0.05600048520425852
g1_023,validation,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_023.step,1.6067983923918427,1.3103543801854938,0.0,-0.3876624445735405,-0.006723982378386449
g1_024,validation,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_024.step,1.1566620376655417,1.110893112933376,0.0,0.20862634035661282,-0.062271645446122834
g1_025,test,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_025.step,1.9238181067109776,1.44370928776743,0.0,-0.4107517301913537,0.13483507298862688
g1_026,test,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_026.step,1.4497283742002711,1.4488372193490902,0.0,-0.37237828069803497,-0.03020725856623938
g1_027,test,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_027.step,1.117427487106079,0.776267008067624,0.0,0.29120374473095606,-0.070941541492154
g1_028,test,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_028.step,1.769874930008672,0.6941253864716187,0.0,-0.4152767526615962,0.12816216026250968
g1_029,test,G1,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G1 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g1_029.step,1.6113408785562722,1.432431743991693,0.0,0.5907593264223938,-0.033644328010646214
g2_000,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_000.step,1.4659732891719186,1.2415066033194089,0.0,0.0,-0.5004083622768474
g2_001,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_001.step,0.9724669310680827,1.4401967193400482,0.0,0.0,-0.5195964276172599
g2_002,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_002.step,1.62413162229477,0.9631057507095564,0.0,0.0,-0.6781468315176299
g2_003,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_003.step,1.8415781760161578,1.1442920508726795,0.0,0.0,-0.7814095002876724
g2_004,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_004.step,1.9992565302772962,1.0797038017760587,0.0,0.0,-0.6762377040533798
g2_005,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_005.step,1.3683955643697163,1.4696072750037175,0.0,0.0,-0.45712571322408835
g2_006,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_006.step,1.2826430495614014,1.4022178451156257,0.0,0.0,-0.2566512754678196
g2_007,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_007.step,1.7810300316244405,1.5299310143423475,0.0,0.0,0.58555059203056
g2_008,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_008.step,1.340439372732988,1.4190291539285511,0.0,0.0,-0.41056026663318274
g2_009,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_009.step,1.0527888411822872,1.5792708326564626,0.0,0.0,-0.37598008477238176
g2_010,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_010.step,0.8156250472776035,1.4183259247921218,0.0,0.0,0.18308384055086763
g2_011,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_011.step,0.8078492559503354,1.3452014204848817,0.0,0.0,-0.41526489050824694
g2_012,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_012.step,1.934175323313923,1.3117834574940856,0.0,0.0,-0.8606454081942291
g2_013,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_013.step,1.052126185173508,0.9765607930841393,0.0,0.0,0.2551582679551687
g2_014,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_014.step,1.651031740641613,1.2560781339677798,0.0,0.0,0.8811542096383199
g2_015,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_015.step,1.586751434521306,1.3175320139370406,0.0,0.0,-0.8015192181953457
g2_016,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_016.step,1.5564102199182144,0.8649064863975551,0.0,0.0,-0.6335154456146149
g2_017,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_017.step,1.4586549452460837,0.6385299493274224,0.0,0.0,-0.2892705851931393
g2_018,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_018.step,0.7179890589020541,1.052686526622979,0.0,0.0,0.32264415873177976
g2_019,train,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_019.step,1.2216688412714136,1.5597831899505024,0.0,0.0,0.3375640199713954
g2_020,validation,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_020.step,1.3095020664206145,0.7484092976540304,0.0,0.0,-0.5047744796611481
g2_021,validation,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_021.step,0.814585808381805,1.3345846029326405,0.0,0.0,-0.37754912754431325
g2_022,validation,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_022.step,1.5182859918985794,1.4505877657588842,0.0,0.0,-0.43727078533679353
g2_023,validation,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_023.step,0.7508993579017667,1.1475654406366003,0.0,0.0,0.13905757200347899
g2_024,validation,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_024.step,1.0843459469970638,1.4626535582807776,0.0,0.0,0.3713508021072087
g2_025,test,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_025.step,1.1970696935377414,1.1660152526178296,0.0,0.0,-0.46680858136968745
g2_026,test,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_026.step,0.7375938087346308,0.8943074442527533,0.0,0.0,0.35232101332702853
g2_027,test,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_027.step,1.1355704716881387,1.394582040061741,0.0,0.0,0.4778388571702843
g2_028,test,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_028.step,1.2695665924766173,1.4895385039226237,0.0,0.0,-0.6693255871151538
g2_029,test,G2,生成两片相邻三次 Bezier 曲面，只有一条共享接缝；接缝须严格达到 G2 几何连续，并输出已缝合的 STEP B-Rep。,geometry/g2_029.step,1.168755963748659,1.404937612198721,0.0,0.0,-0.26756246501387304
